order_id,customer_id,restaurant_name,cuisine_type,cost,day_of_the_week,rating,food_preparation_time (Min),delivery_time (Min)
d85bc585-5582-11ef-9c26-84a93eaf263c,d85bc5f4-5582-11ef-9c26-84a93eaf263c,Curry House,American,32.52,Weekday,3,19,37
d85c055a-5582-11ef-9c26-84a93eaf263c,d85c0596-5582-11ef-9c26-84a93eaf263c,Curry House,Indian,90.63,Weekend,5,47,42
d85c4823-5582-11ef-9c26-84a93eaf263c,d85c4858-5582-11ef-9c26-84a93eaf263c,Curry House,Indian,74.27,Weekday,4,30,31
d85c9002-5582-11ef-9c26-84a93eaf263c,d85c9045-5582-11ef-9c26-84a93eaf263c,Pizza Place,Mexican,12.33,Weekday,3,25,30
d85cd83d-5582-11ef-9c26-84a93eaf263c,d85cd87a-5582-11ef-9c26-84a93eaf263c,Sushi Spot,Indian,44.74,Weekend,2,21,11
d85d1c39-5582-11ef-9c26-84a93eaf263c,d85d1c78-5582-11ef-9c26-84a93eaf263c,Taco Joint,American,82.36,Weekday,1,56,22
d85d67f8-5582-11ef-9c26-84a93eaf263c,d85d6836-5582-11ef-9c26-84a93eaf263c,Burger Barn,American,32.31,Weekend,5,36,29
d85dab2f-5582-11ef-9c26-84a93eaf263c,d85dab98-5582-11ef-9c26-84a93eaf263c,Curry House,Chinese,41.39,Weekend,1,43,14
d85df0f6-5582-11ef-9c26-84a93eaf263c,d85df130-5582-11ef-9c26-84a93eaf263c,Taco Joint,Indian,87.55,Weekday,3,28,12
d85e3aae-5582-11ef-9c26-84a93eaf263c,d85e3ae1-5582-11ef-9c26-84a93eaf263c,Curry House,Italian,26.83,Weekend,2,20,26
d85e806f-5582-11ef-9c26-84a93eaf263c,d85e80ad-5582-11ef-9c26-84a93eaf263c,Burger Barn,Chinese,21.17,Weekday,4,35,10
d85ec15e-5582-11ef-9c26-84a93eaf263c,d85ec195-5582-11ef-9c26-84a93eaf263c,Taco Joint,Indian,19.31,Weekday,4,19,18
d85f0049-5582-11ef-9c26-84a93eaf263c,d85f008a-5582-11ef-9c26-84a93eaf263c,Burger Barn,American,98.84,Weekday,2,29,36
d85f47a9-5582-11ef-9c26-84a93eaf263c,d85f47ea-5582-11ef-9c26-84a93eaf263c,Taco Joint,Indian,37.22,Weekend,5,17,18
d85f92bd-5582-11ef-9c26-84a93eaf263c,d85f92fc-5582-11ef-9c26-84a93eaf263c,Pizza Place,American,11.67,Weekday,1,40,18
d85fdbdf-5582-11ef-9c26-84a93eaf263c,d85fdc6d-5582-11ef-9c26-84a93eaf263c,Curry House,Chinese,38.26,Weekend,3,25,24
d86028fe-5582-11ef-9c26-84a93eaf263c,d8602937-5582-11ef-9c26-84a93eaf263c,Sushi Spot,Indian,38.58,Weekday,5,30,36
d860705d-5582-11ef-9c26-84a93eaf263c,d86070ba-5582-11ef-9c26-84a93eaf263c,Taco Joint,Indian,20.35,Weekday,3,55,12
d860b751-5582-11ef-9c26-84a93eaf263c,d860b7b5-5582-11ef-9c26-84a93eaf263c,Curry House,Mexican,27.34,Weekend,2,52,19
d8611049-5582-11ef-9c26-84a93eaf263c,d86110e1-5582-11ef-9c26-84a93eaf263c,Burger Barn,Chinese,88.21,Weekend,1,26,36
d86165df-5582-11ef-9c26-84a93eaf263c,d8616631-5582-11ef-9c26-84a93eaf263c,Burger Barn,Indian,86.75,Weekend,3,59,17
d861c5a5-5582-11ef-9c26-84a93eaf263c,d861c60e-5582-11ef-9c26-84a93eaf263c,Pizza Place,Italian,22.84,Weekday,2,29,37
d86224eb-5582-11ef-9c26-84a93eaf263c,d8622550-5582-11ef-9c26-84a93eaf263c,Burger Barn,Indian,92.37,Weekend,3,56,15
d8627588-5582-11ef-9c26-84a93eaf263c,d86275e0-5582-11ef-9c26-84a93eaf263c,Pizza Place,Mexican,30.3,Weekday,1,42,11
d862c5ef-5582-11ef-9c26-84a93eaf263c,d862c63d-5582-11ef-9c26-84a93eaf263c,Curry House,American,51.69,Weekday,1,44,18
d86318db-5582-11ef-9c26-84a93eaf263c,d86319dd-5582-11ef-9c26-84a93eaf263c,Pizza Place,Chinese,78.37,Weekend,4,34,14
d8637c08-5582-11ef-9c26-84a93eaf263c,d8637d02-5582-11ef-9c26-84a93eaf263c,Sushi Spot,Indian,29.54,Weekend,4,44,11
d863e6d9-5582-11ef-9c26-84a93eaf263c,d863e750-5582-11ef-9c26-84a93eaf263c,Sushi Spot,Indian,23,Weekday,5,17,31
d864493f-5582-11ef-9c26-84a93eaf263c,d86449a6-5582-11ef-9c26-84a93eaf263c,Burger Barn,American,50.3,Weekend,5,57,37
d864bd84-5582-11ef-9c26-84a93eaf263c,d864bdf4-5582-11ef-9c26-84a93eaf263c,Pizza Place,Italian,89.66,Weekday,1,41,28
d8651a00-5582-11ef-9c26-84a93eaf263c,d8651a67-5582-11ef-9c26-84a93eaf263c,Burger Barn,Italian,44.48,Weekend,5,20,40
d865748e-5582-11ef-9c26-84a93eaf263c,d8657581-5582-11ef-9c26-84a93eaf263c,Pizza Place,Indian,41.67,Weekday,3,34,36
d865dd25-5582-11ef-9c26-84a93eaf263c,d865dd84-5582-11ef-9c26-84a93eaf263c,Curry House,Chinese,58.6,Weekday,4,45,12
d8663aff-5582-11ef-9c26-84a93eaf263c,d8663ba3-5582-11ef-9c26-84a93eaf263c,Sushi Spot,Chinese,30.4,Weekday,4,28,19
d866ab01-5582-11ef-9c26-84a93eaf263c,d866abb0-5582-11ef-9c26-84a93eaf263c,Curry House,Indian,46.63,Weekday,2,57,30
d8670cf5-5582-11ef-9c26-84a93eaf263c,d8670d9e-5582-11ef-9c26-84a93eaf263c,Pizza Place,Mexican,31.29,Weekday,4,19,27
d8678d10-5582-11ef-9c26-84a93eaf263c,d8678dd9-5582-11ef-9c26-84a93eaf263c,Sushi Spot,Mexican,91.92,Weekday,1,15,10
d867f841-5582-11ef-9c26-84a93eaf263c,d867f973-5582-11ef-9c26-84a93eaf263c,Burger Barn,American,71.74,Weekend,1,53,37
d8685c0a-5582-11ef-9c26-84a93eaf263c,d8685ce9-5582-11ef-9c26-84a93eaf263c,Sushi Spot,Chinese,88.64,Weekday,3,55,43
d868b26e-5582-11ef-9c26-84a93eaf263c,d868b2d4-5582-11ef-9c26-84a93eaf263c,Pizza Place,Indian,34.3,Weekend,3,51,32
d86903b0-5582-11ef-9c26-84a93eaf263c,d8690410-5582-11ef-9c26-84a93eaf263c,Taco Joint,American,90.51,Weekend,2,29,40
d8695cf2-5582-11ef-9c26-84a93eaf263c,d8695dc6-5582-11ef-9c26-84a93eaf263c,Curry House,Indian,89.91,Weekday,1,24,31
d869b004-5582-11ef-9c26-84a93eaf263c,d869b089-5582-11ef-9c26-84a93eaf263c,Curry House,Mexican,78.49,Weekend,5,58,16
d86a514c-5582-11ef-9c26-84a93eaf263c,d86a51c2-5582-11ef-9c26-84a93eaf263c,Burger Barn,Chinese,90.77,Weekday,2,55,42
d86aa06f-5582-11ef-9c26-84a93eaf263c,d86aa0a2-5582-11ef-9c26-84a93eaf263c,Burger Barn,Mexican,56.65,Weekend,5,40,10
d86ae852-5582-11ef-9c26-84a93eaf263c,d86ae8af-5582-11ef-9c26-84a93eaf263c,Sushi Spot,Mexican,37.82,Weekend,5,45,38
d86b3425-5582-11ef-9c26-84a93eaf263c,d86b345f-5582-11ef-9c26-84a93eaf263c,Pizza Place,Mexican,69.19,Weekday,1,33,37
d86b73ad-5582-11ef-9c26-84a93eaf263c,d86b73e6-5582-11ef-9c26-84a93eaf263c,Taco Joint,American,94.3,Weekend,5,56,14
d86bb8a8-5582-11ef-9c26-84a93eaf263c,d86bb8df-5582-11ef-9c26-84a93eaf263c,Burger Barn,Italian,63.03,Weekend,2,46,39
d86c016c-5582-11ef-9c26-84a93eaf263c,d86c01b8-5582-11ef-9c26-84a93eaf263c,Pizza Place,American,58.33,Weekend,2,29,32
d86c47a0-5582-11ef-9c26-84a93eaf263c,d86c47d5-5582-11ef-9c26-84a93eaf263c,Pizza Place,American,35.94,Weekend,5,58,12
d86c885c-5582-11ef-9c26-84a93eaf263c,d86c8889-5582-11ef-9c26-84a93eaf263c,Curry House,American,69.94,Weekday,4,30,34
d86ccf8f-5582-11ef-9c26-84a93eaf263c,d86ccfd5-5582-11ef-9c26-84a93eaf263c,Curry House,Chinese,13.58,Weekday,3,27,10
d86d1425-5582-11ef-9c26-84a93eaf263c,d86d1454-5582-11ef-9c26-84a93eaf263c,Sushi Spot,Indian,27.12,Weekend,5,45,27
d86d551f-5582-11ef-9c26-84a93eaf263c,d86d5585-5582-11ef-9c26-84a93eaf263c,Curry House,Mexican,92.87,Weekend,4,37,22
d86d986c-5582-11ef-9c26-84a93eaf263c,d86d98d3-5582-11ef-9c26-84a93eaf263c,Sushi Spot,Indian,79.47,Weekday,4,49,39
d86ddb2f-5582-11ef-9c26-84a93eaf263c,d86ddb8b-5582-11ef-9c26-84a93eaf263c,Burger Barn,American,80.76,Weekday,1,26,16
d86e194a-5582-11ef-9c26-84a93eaf263c,d86e1975-5582-11ef-9c26-84a93eaf263c,Pizza Place,Indian,59.53,Weekday,4,59,40
d86e5ef7-5582-11ef-9c26-84a93eaf263c,d86e5f36-5582-11ef-9c26-84a93eaf263c,Curry House,Indian,63.52,Weekday,2,55,29
d86ea704-5582-11ef-9c26-84a93eaf263c,d86ea731-5582-11ef-9c26-84a93eaf263c,Pizza Place,Mexican,96.16,Weekend,4,50,38
d86ee6e2-5582-11ef-9c26-84a93eaf263c,d86ee711-5582-11ef-9c26-84a93eaf263c,Taco Joint,American,49.53,Weekend,3,36,14
d86f2351-5582-11ef-9c26-84a93eaf263c,d86f2386-5582-11ef-9c26-84a93eaf263c,Pizza Place,Indian,42.09,Weekday,1,19,22
d86f62a3-5582-11ef-9c26-84a93eaf263c,d86f62e9-5582-11ef-9c26-84a93eaf263c,Curry House,Mexican,61.56,Weekend,5,15,14
d86fa2b8-5582-11ef-9c26-84a93eaf263c,d86fa2e4-5582-11ef-9c26-84a93eaf263c,Taco Joint,Mexican,94.43,Weekday,1,42,28
d86fe0a1-5582-11ef-9c26-84a93eaf263c,d86fe0cb-5582-11ef-9c26-84a93eaf263c,Burger Barn,Mexican,94.49,Weekend,1,47,23
d87017bf-5582-11ef-9c26-84a93eaf263c,d87017ed-5582-11ef-9c26-84a93eaf263c,Taco Joint,Chinese,32.22,Weekday,4,43,22
d8705455-5582-11ef-9c26-84a93eaf263c,d87054b7-5582-11ef-9c26-84a93eaf263c,Burger Barn,Italian,36.94,Weekend,1,37,17
d87094eb-5582-11ef-9c26-84a93eaf263c,d8709518-5582-11ef-9c26-84a93eaf263c,Curry House,Chinese,62.15,Weekday,4,33,40
d870d354-5582-11ef-9c26-84a93eaf263c,d870d3b3-5582-11ef-9c26-84a93eaf263c,Pizza Place,Italian,25.24,Weekday,5,44,40
d87119ba-5582-11ef-9c26-84a93eaf263c,d87119e7-5582-11ef-9c26-84a93eaf263c,Sushi Spot,Chinese,66.17,Weekday,2,26,27
d871500f-5582-11ef-9c26-84a93eaf263c,d8715077-5582-11ef-9c26-84a93eaf263c,Taco Joint,American,48.36,Weekday,1,54,16
d8718e21-5582-11ef-9c26-84a93eaf263c,d8718e82-5582-11ef-9c26-84a93eaf263c,Sushi Spot,American,93.66,Weekend,5,35,26
d871cd7c-5582-11ef-9c26-84a93eaf263c,d871cdb8-5582-11ef-9c26-84a93eaf263c,Pizza Place,Indian,98.25,Weekday,3,41,16
d87205cb-5582-11ef-9c26-84a93eaf263c,d87205f5-5582-11ef-9c26-84a93eaf263c,Pizza Place,Chinese,76.27,Weekend,3,59,18
d872397e-5582-11ef-9c26-84a93eaf263c,d87239b2-5582-11ef-9c26-84a93eaf263c,Sushi Spot,Mexican,74.64,Weekday,5,38,35
d8727026-5582-11ef-9c26-84a93eaf263c,d872704d-5582-11ef-9c26-84a93eaf263c,Pizza Place,Indian,90.1,Weekday,4,23,41
d872a2f9-5582-11ef-9c26-84a93eaf263c,d872a322-5582-11ef-9c26-84a93eaf263c,Burger Barn,Italian,61.54,Weekend,2,31,14
d872d7fb-5582-11ef-9c26-84a93eaf263c,d872d826-5582-11ef-9c26-84a93eaf263c,Curry House,Chinese,15.18,Weekday,2,25,30
d87363a9-5582-11ef-9c26-84a93eaf263c,d87363e7-5582-11ef-9c26-84a93eaf263c,Pizza Place,American,56.76,Weekend,3,16,25
d873a30f-5582-11ef-9c26-84a93eaf263c,d873a33f-5582-11ef-9c26-84a93eaf263c,Pizza Place,American,60.74,Weekend,2,35,22
d873e6d7-5582-11ef-9c26-84a93eaf263c,d873e704-5582-11ef-9c26-84a93eaf263c,Curry House,Indian,84.11,Weekend,5,53,20
d87425c1-5582-11ef-9c26-84a93eaf263c,d87425ee-5582-11ef-9c26-84a93eaf263c,Burger Barn,American,42.06,Weekday,2,32,18
d8746389-5582-11ef-9c26-84a93eaf263c,d87463e2-5582-11ef-9c26-84a93eaf263c,Pizza Place,Mexican,25.07,Weekend,2,40,35
d874a24e-5582-11ef-9c26-84a93eaf263c,d874a29f-5582-11ef-9c26-84a93eaf263c,Burger Barn,Mexican,50.43,Weekday,4,54,20
d874e02c-5582-11ef-9c26-84a93eaf263c,d874e072-5582-11ef-9c26-84a93eaf263c,Burger Barn,Indian,60.64,Weekend,5,52,29
d8751907-5582-11ef-9c26-84a93eaf263c,d875192d-5582-11ef-9c26-84a93eaf263c,Sushi Spot,Mexican,86.91,Weekday,4,27,21
d8755108-5582-11ef-9c26-84a93eaf263c,d8755133-5582-11ef-9c26-84a93eaf263c,Burger Barn,Italian,16.46,Weekday,5,52,15
d875883b-5582-11ef-9c26-84a93eaf263c,d8758863-5582-11ef-9c26-84a93eaf263c,Sushi Spot,Chinese,22.11,Weekend,3,28,15
d875c6d3-5582-11ef-9c26-84a93eaf263c,d875c712-5582-11ef-9c26-84a93eaf263c,Burger Barn,Mexican,42.32,Weekday,2,52,26
d876068e-5582-11ef-9c26-84a93eaf263c,d87606bc-5582-11ef-9c26-84a93eaf263c,Taco Joint,Indian,34.49,Weekend,1,30,20
d87644e9-5582-11ef-9c26-84a93eaf263c,d876452d-5582-11ef-9c26-84a93eaf263c,Curry House,Italian,74.42,Weekday,5,36,32
d876846e-5582-11ef-9c26-84a93eaf263c,d87684c8-5582-11ef-9c26-84a93eaf263c,Burger Barn,Chinese,67.07,Weekday,3,24,26
d876bbb0-5582-11ef-9c26-84a93eaf263c,d876bbd8-5582-11ef-9c26-84a93eaf263c,Taco Joint,Italian,56.43,Weekday,3,39,26
d876f1ac-5582-11ef-9c26-84a93eaf263c,d876f1d6-5582-11ef-9c26-84a93eaf263c,Taco Joint,Italian,44.32,Weekend,5,51,17
d8772acb-5582-11ef-9c26-84a93eaf263c,d8772afa-5582-11ef-9c26-84a93eaf263c,Taco Joint,American,93.97,Weekday,3,47,14
d87761ff-5582-11ef-9c26-84a93eaf263c,d877624a-5582-11ef-9c26-84a93eaf263c,Curry House,Mexican,34.33,Weekday,3,37,14
d8779511-5582-11ef-9c26-84a93eaf263c,d8779538-5582-11ef-9c26-84a93eaf263c,Pizza Place,Chinese,44.04,Weekend,5,51,29
d877d0e6-5582-11ef-9c26-84a93eaf263c,d877d113-5582-11ef-9c26-84a93eaf263c,Sushi Spot,Italian,68.99,Weekend,1,24,32
d87808af-5582-11ef-9c26-84a93eaf263c,d87808d7-5582-11ef-9c26-84a93eaf263c,Curry House,Mexican,32.42,Weekend,5,56,36
d8783e52-5582-11ef-9c26-84a93eaf263c,d8783eb7-5582-11ef-9c26-84a93eaf263c,Pizza Place,American,18.87,Weekend,4,36,21
d87881b0-5582-11ef-9c26-84a93eaf263c,d87881e1-5582-11ef-9c26-84a93eaf263c,Sushi Spot,Italian,79.82,Weekend,4,17,40
d878bc26-5582-11ef-9c26-84a93eaf263c,d878bc53-5582-11ef-9c26-84a93eaf263c,Sushi Spot,Mexican,41.36,Weekend,2,24,42
d878f333-5582-11ef-9c26-84a93eaf263c,d878f35c-5582-11ef-9c26-84a93eaf263c,Burger Barn,Italian,56.11,Weekday,1,25,11
d8792a9c-5582-11ef-9c26-84a93eaf263c,d8792ac7-5582-11ef-9c26-84a93eaf263c,Curry House,Chinese,23.43,Weekend,3,17,37
d8795ffa-5582-11ef-9c26-84a93eaf263c,d8796022-5582-11ef-9c26-84a93eaf263c,Burger Barn,Mexican,43.01,Weekend,3,54,43
d87996aa-5582-11ef-9c26-84a93eaf263c,d87996d6-5582-11ef-9c26-84a93eaf263c,Pizza Place,American,65.71,Weekend,3,45,35
d879cc9b-5582-11ef-9c26-84a93eaf263c,d879ccc3-5582-11ef-9c26-84a93eaf263c,Taco Joint,American,49.43,Weekend,5,39,11
d87a0009-5582-11ef-9c26-84a93eaf263c,d87a0030-5582-11ef-9c26-84a93eaf263c,Taco Joint,American,13.23,Weekday,1,33,43
d87a3beb-5582-11ef-9c26-84a93eaf263c,d87a3c3c-5582-11ef-9c26-84a93eaf263c,Taco Joint,Chinese,25.98,Weekday,4,20,20
d87a7091-5582-11ef-9c26-84a93eaf263c,d87a70b6-5582-11ef-9c26-84a93eaf263c,Pizza Place,American,80.02,Weekday,2,52,12
d87aa62d-5582-11ef-9c26-84a93eaf263c,d87aa667-5582-11ef-9c26-84a93eaf263c,Burger Barn,American,96.19,Weekday,5,54,36
d87ae343-5582-11ef-9c26-84a93eaf263c,d87ae372-5582-11ef-9c26-84a93eaf263c,Pizza Place,Indian,39.51,Weekend,4,54,15
d87b2372-5582-11ef-9c26-84a93eaf263c,d87b23bf-5582-11ef-9c26-84a93eaf263c,Sushi Spot,Indian,24.87,Weekday,2,41,22
d87b67f8-5582-11ef-9c26-84a93eaf263c,d87b6824-5582-11ef-9c26-84a93eaf263c,Pizza Place,Italian,44.05,Weekend,5,34,31
d87bd6d9-5582-11ef-9c26-84a93eaf263c,d87bd707-5582-11ef-9c26-84a93eaf263c,Burger Barn,Chinese,88.44,Weekend,1,54,11
d87c0be5-5582-11ef-9c26-84a93eaf263c,d87c0c10-5582-11ef-9c26-84a93eaf263c,Curry House,American,59.18,Weekday,1,43,16
d87c422f-5582-11ef-9c26-84a93eaf263c,d87c429b-5582-11ef-9c26-84a93eaf263c,Burger Barn,Chinese,55.48,Weekend,5,46,33
d87c7a72-5582-11ef-9c26-84a93eaf263c,d87c7ad4-5582-11ef-9c26-84a93eaf263c,Pizza Place,American,84.16,Weekend,1,22,24
d87cb102-5582-11ef-9c26-84a93eaf263c,d87cb129-5582-11ef-9c26-84a93eaf263c,Curry House,Indian,17.59,Weekend,3,38,42
d87ce913-5582-11ef-9c26-84a93eaf263c,d87ce93e-5582-11ef-9c26-84a93eaf263c,Pizza Place,Mexican,36.43,Weekday,4,24,17
d87d1f9a-5582-11ef-9c26-84a93eaf263c,d87d1fc2-5582-11ef-9c26-84a93eaf263c,Sushi Spot,Chinese,24.76,Weekday,4,43,40
d87d554f-5582-11ef-9c26-84a93eaf263c,d87d5576-5582-11ef-9c26-84a93eaf263c,Curry House,Indian,52.64,Weekend,1,45,41
d87d9035-5582-11ef-9c26-84a93eaf263c,d87d9078-5582-11ef-9c26-84a93eaf263c,Curry House,Indian,64.92,Weekday,3,38,18
d87dd159-5582-11ef-9c26-84a93eaf263c,d87dd1b1-5582-11ef-9c26-84a93eaf263c,Curry House,Chinese,50.44,Weekend,2,47,40
d87e0fa5-5582-11ef-9c26-84a93eaf263c,d87e100a-5582-11ef-9c26-84a93eaf263c,Sushi Spot,Indian,67.47,Weekend,1,24,34
d87e5011-5582-11ef-9c26-84a93eaf263c,d87e5045-5582-11ef-9c26-84a93eaf263c,Burger Barn,Chinese,77.77,Weekend,2,21,28
d87ed970-5582-11ef-9c26-84a93eaf263c,d87ed99f-5582-11ef-9c26-84a93eaf263c,Sushi Spot,Mexican,89.63,Weekday,2,27,19
d87f16ab-5582-11ef-9c26-84a93eaf263c,d87f16d8-5582-11ef-9c26-84a93eaf263c,Curry House,American,83.23,Weekday,3,38,10
d87f5606-5582-11ef-9c26-84a93eaf263c,d87f564d-5582-11ef-9c26-84a93eaf263c,Curry House,Indian,34.77,Weekend,3,30,21
d87f9472-5582-11ef-9c26-84a93eaf263c,d87f94b6-5582-11ef-9c26-84a93eaf263c,Curry House,American,74.37,Weekend,3,42,32
d87fd3fe-5582-11ef-9c26-84a93eaf263c,d87fd445-5582-11ef-9c26-84a93eaf263c,Sushi Spot,Italian,86.04,Weekday,3,19,40
d8801381-5582-11ef-9c26-84a93eaf263c,d88013ef-5582-11ef-9c26-84a93eaf263c,Pizza Place,Mexican,53.06,Weekday,3,38,25
d8804f80-5582-11ef-9c26-84a93eaf263c,d8804fae-5582-11ef-9c26-84a93eaf263c,Curry House,Indian,81.45,Weekday,1,56,22
d8808d73-5582-11ef-9c26-84a93eaf263c,d8808dab-5582-11ef-9c26-84a93eaf263c,Pizza Place,Italian,75.8,Weekday,3,46,17
d880cb0f-5582-11ef-9c26-84a93eaf263c,d880cb66-5582-11ef-9c26-84a93eaf263c,Pizza Place,Indian,64.2,Weekday,1,21,31
d8810679-5582-11ef-9c26-84a93eaf263c,d88106bd-5582-11ef-9c26-84a93eaf263c,Curry House,American,96.56,Weekday,2,48,29
d8813f81-5582-11ef-9c26-84a93eaf263c,d8813fb3-5582-11ef-9c26-84a93eaf263c,Curry House,Italian,18.62,Weekday,4,43,10
d8817429-5582-11ef-9c26-84a93eaf263c,d8817452-5582-11ef-9c26-84a93eaf263c,Pizza Place,Indian,98.95,Weekend,5,16,21
d881ade9-5582-11ef-9c26-84a93eaf263c,d881ae1e-5582-11ef-9c26-84a93eaf263c,Curry House,American,42.68,Weekday,5,54,10
d881e86b-5582-11ef-9c26-84a93eaf263c,d881e899-5582-11ef-9c26-84a93eaf263c,Curry House,Italian,28.14,Weekend,5,43,21
d8821d93-5582-11ef-9c26-84a93eaf263c,d8821db7-5582-11ef-9c26-84a93eaf263c,Taco Joint,American,27.48,Weekday,3,27,31
d882544d-5582-11ef-9c26-84a93eaf263c,d8825487-5582-11ef-9c26-84a93eaf263c,Sushi Spot,Indian,81.04,Weekday,3,24,34
d8829115-5582-11ef-9c26-84a93eaf263c,d8829147-5582-11ef-9c26-84a93eaf263c,Taco Joint,American,27.56,Weekday,3,15,26
d882cae3-5582-11ef-9c26-84a93eaf263c,d882cb14-5582-11ef-9c26-84a93eaf263c,Sushi Spot,Italian,57.14,Weekday,2,24,19
d88303a9-5582-11ef-9c26-84a93eaf263c,d88303dc-5582-11ef-9c26-84a93eaf263c,Taco Joint,Italian,74.78,Weekend,4,57,28
d8833a90-5582-11ef-9c26-84a93eaf263c,d8833ae9-5582-11ef-9c26-84a93eaf263c,Burger Barn,Indian,76.96,Weekday,5,24,23
d8836e97-5582-11ef-9c26-84a93eaf263c,d8836ed3-5582-11ef-9c26-84a93eaf263c,Sushi Spot,Italian,73.77,Weekday,2,36,32
d883a506-5582-11ef-9c26-84a93eaf263c,d883a52e-5582-11ef-9c26-84a93eaf263c,Taco Joint,American,29.34,Weekday,1,48,16
d883d866-5582-11ef-9c26-84a93eaf263c,d883d88e-5582-11ef-9c26-84a93eaf263c,Taco Joint,American,68.7,Weekday,1,29,18
d8840c5a-5582-11ef-9c26-84a93eaf263c,d8840c80-5582-11ef-9c26-84a93eaf263c,Sushi Spot,Indian,61.59,Weekend,5,39,18
d884425b-5582-11ef-9c26-84a93eaf263c,d8844293-5582-11ef-9c26-84a93eaf263c,Taco Joint,Chinese,63.75,Weekday,5,27,29
d88477b2-5582-11ef-9c26-84a93eaf263c,d88477dc-5582-11ef-9c26-84a93eaf263c,Burger Barn,Chinese,51.56,Weekday,4,42,34
d884ad94-5582-11ef-9c26-84a93eaf263c,d884adc1-5582-11ef-9c26-84a93eaf263c,Taco Joint,Chinese,59.56,Weekend,2,17,26
d884e41a-5582-11ef-9c26-84a93eaf263c,d884e466-5582-11ef-9c26-84a93eaf263c,Pizza Place,Chinese,43.76,Weekend,4,28,22
d88520b2-5582-11ef-9c26-84a93eaf263c,d88520e4-5582-11ef-9c26-84a93eaf263c,Burger Barn,Chinese,60.36,Weekday,5,24,19
d8855f69-5582-11ef-9c26-84a93eaf263c,d8855fce-5582-11ef-9c26-84a93eaf263c,Taco Joint,Italian,40.87,Weekday,2,52,16
d885a2f5-5582-11ef-9c26-84a93eaf263c,d885a324-5582-11ef-9c26-84a93eaf263c,Sushi Spot,Chinese,79.9,Weekend,2,31,41
d885d8e5-5582-11ef-9c26-84a93eaf263c,d885d94a-5582-11ef-9c26-84a93eaf263c,Curry House,Indian,47.88,Weekday,5,15,26
d8860ec0-5582-11ef-9c26-84a93eaf263c,d8860ee9-5582-11ef-9c26-84a93eaf263c,Sushi Spot,Italian,89.85,Weekend,1,31,36
d8864205-5582-11ef-9c26-84a93eaf263c,d886422f-5582-11ef-9c26-84a93eaf263c,Taco Joint,Italian,90.3,Weekend,4,46,27
d88675ea-5582-11ef-9c26-84a93eaf263c,d8867647-5582-11ef-9c26-84a93eaf263c,Sushi Spot,Chinese,65.94,Weekday,3,39,12
d886fb06-5582-11ef-9c26-84a93eaf263c,d886fb30-5582-11ef-9c26-84a93eaf263c,Taco Joint,Indian,20.42,Weekday,3,19,41
d88734b2-5582-11ef-9c26-84a93eaf263c,d88734ff-5582-11ef-9c26-84a93eaf263c,Sushi Spot,Mexican,37.04,Weekend,2,32,16
d8877305-5582-11ef-9c26-84a93eaf263c,d8877335-5582-11ef-9c26-84a93eaf263c,Taco Joint,Chinese,61.77,Weekend,4,48,23
d887a84e-5582-11ef-9c26-84a93eaf263c,d887a87c-5582-11ef-9c26-84a93eaf263c,Taco Joint,Indian,66.46,Weekday,1,40,21
d887e567-5582-11ef-9c26-84a93eaf263c,d887e5bf-5582-11ef-9c26-84a93eaf263c,Burger Barn,Mexican,45.9,Weekday,2,30,34
d888216b-5582-11ef-9c26-84a93eaf263c,d8882194-5582-11ef-9c26-84a93eaf263c,Curry House,Indian,26.1,Weekday,3,17,33
d8885727-5582-11ef-9c26-84a93eaf263c,d8885756-5582-11ef-9c26-84a93eaf263c,Sushi Spot,Italian,67.89,Weekday,2,18,33
d8888fbb-5582-11ef-9c26-84a93eaf263c,d8889017-5582-11ef-9c26-84a93eaf263c,Pizza Place,Mexican,68.12,Weekday,1,41,25
d888caf1-5582-11ef-9c26-84a93eaf263c,d888cb38-5582-11ef-9c26-84a93eaf263c,Curry House,American,22.74,Weekday,4,29,31
d8890102-5582-11ef-9c26-84a93eaf263c,d889018f-5582-11ef-9c26-84a93eaf263c,Pizza Place,Mexican,11.77,Weekday,3,53,42
d8893c55-5582-11ef-9c26-84a93eaf263c,d8893c82-5582-11ef-9c26-84a93eaf263c,Pizza Place,Italian,79.55,Weekend,1,31,31
d889790a-5582-11ef-9c26-84a93eaf263c,d8897948-5582-11ef-9c26-84a93eaf263c,Burger Barn,American,12.44,Weekday,5,37,12
d889b926-5582-11ef-9c26-84a93eaf263c,d889b954-5582-11ef-9c26-84a93eaf263c,Burger Barn,American,84.96,Weekend,3,18,31
d889f0a5-5582-11ef-9c26-84a93eaf263c,d889f0ce-5582-11ef-9c26-84a93eaf263c,Burger Barn,Chinese,89.89,Weekend,3,43,32
d88a2979-5582-11ef-9c26-84a93eaf263c,d88a29a9-5582-11ef-9c26-84a93eaf263c,Sushi Spot,Mexican,19.88,Weekend,2,37,26
d88a6601-5582-11ef-9c26-84a93eaf263c,d88a663b-5582-11ef-9c26-84a93eaf263c,Burger Barn,Mexican,33.72,Weekday,3,40,16
d88aa2bb-5582-11ef-9c26-84a93eaf263c,d88aa329-5582-11ef-9c26-84a93eaf263c,Sushi Spot,Mexican,52.88,Weekday,5,56,12
